PSNR_LDCT,PSNR_ENH,SSIM_LDCT,SSIM_ENH
30.243605,28.072691,0.9567397614355893,0.9635376328614859
30.217339,28.07905,0.9563537478375026,0.9635074996849675
30.351467,28.251476,0.9574484755407813,0.9639805993013004
30.365307,28.314495,0.9557653546551445,0.9624549789591456
30.248735,27.825535,0.9588037069064739,0.9650430369565051
30.166187,27.672655,0.9587826574793558,0.9661148290921548
30.278559,28.099583,0.9556377083575281,0.9625888065958191
30.288445,28.348618,0.9534185839690548,0.9611762162800167
30.282038,28.03998,0.9545521540076802,0.959427800972988
30.16666,27.715027,0.9540797656441248,0.9600223221175681
30.283587,27.940273,0.9562441174715357,0.9613765781376126
30.37844,28.089024,0.9579261397901375,0.9620822756910079
30.423714,28.530476,0.955557981365351,0.9624972400493115
30.354836,28.397142,0.9542102592702371,0.9625465500762909
30.36568,28.391212,0.9532353326369353,0.9618992193115377
30.326298,28.209362,0.9496487219926464,0.9567044240146143
30.433607,28.69468,0.9483198688522759,0.9581886781446656
30.370716,28.591166,0.9526244474599629,0.9604088571063747
30.369286,28.471909,0.9593283695591946,0.9656880811074718
30.402847,28.404533,0.9655128373850023,0.9716301042204253
30.312477,28.24126,0.9653337222753686,0.9696229043096422
30.376934,27.996689,0.9728659144178805,0.9761822792754108
30.390112,27.947788,0.9790602296302834,0.9814440455773602
30.384085,27.91191,0.9831413766432224,0.9848806846133016
30.324821,27.808113,0.9843711477964309,0.9856817524885816
30.440817,23.694504,0.994585979428825,0.9754703622018883
30.426329,23.57873,0.9938314645080093,0.9717165099139036
30.300016,23.261663,0.9932848287002782,0.9682043850451245
30.186806,23.471313,0.9948922163110805,0.9771184815628233
30.333559,23.784592,0.9948777025116351,0.9785181986945994
30.335972,23.756237,0.9940985412624959,0.9757794243806333
30.357912,23.801815,0.9944647132363775,0.9767849243111331
30.226349,23.382742,0.9930640065895269,0.9711232197609049
30.302048,23.252565,0.9937147196401431,0.969918293740707
30.09322,23.432594,0.9924465737126807,0.9665615306262353
30.18471,23.709719,0.9920073290035683,0.9676481223713905
30.234777,23.811668,0.9920228498375202,0.9685581018768988
30.093954,23.771412,0.9894156261225612,0.9626194445724672
